"Metric_value"|"isPartial"|"Trend_Name"|"Metric_Name"|"current_dttm"|"Keyword_List"|"Cat_CD"|"Type"|"date"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-21 00:00:00.000000"
"85"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-21 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-21 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-22 00:00:00.000000"
"82"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-22 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-22 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-23 00:00:00.000000"
"78"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-23 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-23 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-24 00:00:00.000000"
"78"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-24 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-24 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-25 00:00:00.000000"
"81"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-25 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-25 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-26 00:00:00.000000"
"81"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-26 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-26 00:00:00.000000"
"18"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-27 00:00:00.000000"
"87"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-27 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-27 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-28 00:00:00.000000"
"88"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-28 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-28 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-29 00:00:00.000000"
"80"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-29 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-29 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-06-30 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-06-30 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-06-30 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-01 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-01 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-01 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-02 00:00:00.000000"
"77"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-02 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-02 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-03 00:00:00.000000"
"86"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-03 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-03 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-04 00:00:00.000000"
"100"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-04 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-04 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-05 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-05 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-05 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-06 00:00:00.000000"
"80"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-06 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-06 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-07 00:00:00.000000"
"73"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-07 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-07 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-08 00:00:00.000000"
"73"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-08 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-08 00:00:00.000000"
"12"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-09 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-09 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-09 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-10 00:00:00.000000"
"77"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-10 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-10 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-11 00:00:00.000000"
"86"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-11 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-11 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-12 00:00:00.000000"
"90"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-12 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-12 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-13 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-13 00:00:00.000000"
"26"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-13 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-14 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-14 00:00:00.000000"
"26"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-14 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-15 00:00:00.000000"
"71"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-15 00:00:00.000000"
"25"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-15 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-16 00:00:00.000000"
"73"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-16 00:00:00.000000"
"24"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-16 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-17 00:00:00.000000"
"78"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-17 00:00:00.000000"
"23"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-17 00:00:00.000000"
"16"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-18 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-18 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-18 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-19 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-19 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-19 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-20 00:00:00.000000"
"78"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-20 00:00:00.000000"
"22"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-20 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-21 00:00:00.000000"
"77"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-21 00:00:00.000000"
"21"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-21 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-22 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-22 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-22 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-23 00:00:00.000000"
"77"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-23 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-23 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-24 00:00:00.000000"
"80"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-24 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-24 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-25 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-25 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-25 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-26 00:00:00.000000"
"89"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-26 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-26 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-27 00:00:00.000000"
"76"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-27 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-27 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-28 00:00:00.000000"
"73"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-28 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-28 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-29 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-29 00:00:00.000000"
"19"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-29 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-30 00:00:00.000000"
"73"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-30 00:00:00.000000"
"20"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-30 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-07-31 00:00:00.000000"
"79"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-07-31 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-07-31 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-01 00:00:00.000000"
"87"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-01 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-01 00:00:00.000000"
"13"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-02 00:00:00.000000"
"86"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-02 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-02 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-03 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-03 00:00:00.000000"
"18"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-03 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-04 00:00:00.000000"
"72"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-04 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-04 00:00:00.000000"
"10"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-05 00:00:00.000000"
"70"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-05 00:00:00.000000"
"17"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-05 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-06 00:00:00.000000"
"71"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-06 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-06 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-07 00:00:00.000000"
"74"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-07 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-07 00:00:00.000000"
"15"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-08 00:00:00.000000"
"85"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-08 00:00:00.000000"
"14"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-08 00:00:00.000000"
"14"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-09 00:00:00.000000"
"87"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-09 00:00:00.000000"
"15"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-09 00:00:00.000000"
"11"|"0"|"Movie Listings & Theater Showtimes"|"Interest over time"|"2020-08-13 15:52:23.182636"|""|"1085"|"Interest over time"|"2020-08-10 00:00:00.000000"
"75"|"0"|"Tourist Destinations"|"Interest over time"|"2020-08-13 15:52:27.049017"|""|"208"|"Interest over time"|"2020-08-10 00:00:00.000000"
"16"|"0"|"Covid Search"|"Covid"|"2020-08-13 15:52:20.458477"|"covid + coronavirus"|""|"Interest over time"|"2020-08-10 00:00:00.000000"
