"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"Nbr_at_location"|"People_type"
"1"|"Teradata"|"Virtual-19709"|"Employee"|"n/a"|"Middletown"|"DE"|"19709"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-75061"|"Employee"|"n/a"|"Irving"|"TX"|"75061"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-21061"|"Employee"|"n/a"|"Glen Burnie"|"MD"|"21061"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92007"|"Employee"|"n/a"|"Cardiff By The Sea"|"CA"|"92007"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"Virtual-37087"|"Employee"|"n/a"|"Lebanon"|"TN"|"37087"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-31061"|"Employee"|"n/a"|"Milledgeville"|"GA"|"31061"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91913"|"Employee"|"n/a"|"Chula Vista"|"CA"|"91913"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"Virtual-46062"|"Employee"|"n/a"|"Noblesville"|"IN"|"46062"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92078"|"Employee"|"n/a"|"San Marcos"|"CA"|"92078"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-33433"|"Employee"|"n/a"|"Boca Raton"|"FL"|"33433"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-30004"|"Employee"|"n/a"|"Alpharetta"|"GA"|"30004"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-30022"|"Employee"|"n/a"|"Alpharetta"|"GA"|"30022"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"Virtual-76112"|"Employee"|"n/a"|"Fort Worth"|"TX"|"76112"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-49126"|"Employee"|"n/a"|"Sodus"|"MI"|"49126"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-78727"|"Employee"|"n/a"|"Austin"|"TX"|"78727"|"AMERICAS"|"USA"|"7"|"Office"
"1"|"Teradata"|"Virtual-49464"|"Employee"|"n/a"|"Zeeland"|"MI"|"49464"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-95132"|"Employee"|"n/a"|"San Jose"|"CA"|"95132"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-33916"|"Employee"|"n/a"|"Fort Myers"|"FL"|"33916"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92651"|"Employee"|"n/a"|"Laguna Beach"|"CA"|"92651"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-72713"|"Employee"|"n/a"|"Highfill"|"AR"|"72713"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-98290"|"Employee"|"n/a"|"Snohomish"|"WA"|"98290"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-34135"|"Employee"|"n/a"|"Bonita Springs"|"FL"|"34135"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-32713"|"Employee"|"n/a"|"Debary"|"FL"|"32713"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-1929"|"Employee"|"n/a"|"Essex"|"MA"|"01929"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-27539"|"Employee"|"n/a"|"Apex"|"NC"|"27539"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75035"|"Employee"|"n/a"|"Frisco"|"TX"|"75035"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-30506"|"Employee"|"n/a"|"Gainesville"|"GA"|"30506"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-64083"|"Employee"|"n/a"|"Raymore"|"MO"|"64083"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30342"|"Employee"|"n/a"|"Atlanta"|"GA"|"30342"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-44212"|"Employee"|"n/a"|"Brunswick"|"OH"|"44212"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-30707"|"Employee"|"n/a"|"Chickamauga"|"GA"|"30707"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-85296"|"Employee"|"n/a"|"Gilbert"|"AZ"|"85296"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92120"|"Employee"|"n/a"|"San Diego"|"CA"|"92120"|"AMERICAS"|"USA"|"13"|"Office"
"1"|"Teradata"|"office-92014"|"Employee"|"n/a"|"Del Mar"|"CA"|"92014"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-72758"|"Employee"|"n/a"|"Rogers"|"AR"|"72758"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-23059"|"Employee"|"n/a"|"Glen Allen"|"VA"|"23059"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-23225"|"Employee"|"n/a"|"Richmond"|"VA"|"23225"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92673"|"Employee"|"n/a"|"San Clemente"|"CA"|"92673"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92336"|"Employee"|"n/a"|"Fontana"|"CA"|"92336"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-94027"|"Employee"|"n/a"|"Atherton"|"CA"|"94027"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-80022"|"Employee"|"n/a"|"Commerce City"|"CO"|"80022"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-90232"|"Employee"|"n/a"|"Culver City"|"CA"|"90232"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-94550"|"Employee"|"n/a"|"Livermore"|"CA"|"94550"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-33131"|"Employee"|"n/a"|"Miami"|"FL"|"33131"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-83404"|"Employee"|"n/a"|"Idaho Falls"|"ID"|"83404"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92620"|"Employee"|"n/a"|"Irvine"|"CA"|"92620"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"office-28210"|"Employee"|"n/a"|"Charlotte"|"NC"|"28210"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-78163"|"Employee"|"n/a"|"Bulverde"|"TX"|"78163"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-63129"|"Employee"|"n/a"|"Saint Louis"|"MO"|"63129"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55345"|"Employee"|"n/a"|"Minnetonka"|"MN"|"55345"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-95695"|"Employee"|"n/a"|"Woodland"|"CA"|"95695"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-23456"|"Employee"|"n/a"|"Virginia Beach"|"VA"|"23456"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-46077"|"Employee"|"n/a"|"Zionsville"|"IN"|"46077"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-57108"|"Employee"|"n/a"|"Sioux Falls"|"SD"|"57108"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75173"|"Employee"|"n/a"|"Nevada"|"TX"|"75173"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-30092"|"Employee"|"n/a"|"Norcross"|"GA"|"30092"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-95134"|"Employee"|"n/a"|"San Jose"|"CA"|"95134"|"AMERICAS"|"USA"|"9"|"Office"
"1"|"Teradata"|"Virtual-55121"|"Employee"|"n/a"|"Saint Paul"|"MN"|"55121"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92067"|"Employee"|"n/a"|"Rancho Santa Fe"|"CA"|"92067"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-77095"|"Employee"|"n/a"|"Houston"|"TX"|"77095"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-46236"|"Employee"|"n/a"|"Indianapolis"|"IN"|"46236"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-27614"|"Employee"|"n/a"|"Raleigh"|"NC"|"27614"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-27527"|"Employee"|"n/a"|"Clayton"|"NC"|"27527"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-91945"|"Employee"|"n/a"|"Lemon Grove"|"CA"|"91945"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-90304"|"Employee"|"n/a"|"Inglewood"|"CA"|"90304"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92160"|"Employee"|"n/a"|"San Diego"|"CA"|"92160"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-90503"|"Employee"|"n/a"|"Torrance"|"CA"|"90503"|"AMERICAS"|"USA"|"8"|"Office"
"1"|"Teradata"|"Virtual-37075"|"Employee"|"n/a"|"Hendersonville"|"TN"|"37075"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-20895"|"Employee"|"n/a"|"Kensington"|"MD"|"20895"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-27560"|"Employee"|"n/a"|"Morrisville"|"NC"|"27560"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-35091"|"Employee"|"n/a"|"Kimberly"|"AL"|"35091"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-55343"|"Employee"|"n/a"|"Hopkins"|"MN"|"55343"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-75038"|"Employee"|"n/a"|"Irving"|"TX"|"75038"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-64064"|"Employee"|"n/a"|"Lees Summit"|"MO"|"64064"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-72736"|"Employee"|"n/a"|"Gravette"|"AR"|"72736"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-43211"|"Employee"|"n/a"|"Columbus"|"OH"|"43211"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-21704"|"Employee"|"n/a"|"Frederick"|"MD"|"21704"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92029"|"Employee"|"n/a"|"Escondido"|"CA"|"92029"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75056"|"Employee"|"n/a"|"The Colony"|"TX"|"75056"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92106"|"Employee"|"n/a"|"San Diego"|"CA"|"92106"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-94117"|"Employee"|"n/a"|"San Francisco"|"CA"|"94117"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-28036"|"Employee"|"n/a"|"Davidson"|"NC"|"28036"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-1867"|"Employee"|"n/a"|"Reading"|"MA"|"01867"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91932"|"Employee"|"n/a"|"Imperial Beach"|"CA"|"91932"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-18017"|"Employee"|"n/a"|"Bethlehem"|"PA"|"18017"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-94598"|"Employee"|"n/a"|"Walnut Creek"|"CA"|"94598"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-2021"|"Employee"|"n/a"|"Canton"|"MA"|"02021"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-95614"|"Employee"|"n/a"|"Cool"|"CA"|"95614"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92021"|"Employee"|"n/a"|"El Cajon"|"CA"|"92021"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-30294"|"Employee"|"n/a"|"Ellenwood"|"GA"|"30294"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-90012"|"Employee"|"n/a"|"Los Angeles"|"CA"|"90012"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-63385"|"Employee"|"n/a"|"Wentzville"|"MO"|"63385"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92122"|"Employee"|"n/a"|"San Diego"|"CA"|"92122"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-20850"|"Employee"|"n/a"|"Rockville"|"MD"|"20850"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-98012"|"Employee"|"n/a"|"Bothell"|"WA"|"98012"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-95126"|"Employee"|"n/a"|"San Jose"|"CA"|"95126"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-98021"|"Employee"|"n/a"|"Bothell"|"WA"|"98021"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"office-29229"|"Employee"|"n/a"|"Columbia"|"SC"|"29229"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92024"|"Employee"|"n/a"|"Encinitas"|"CA"|"92024"|"AMERICAS"|"USA"|"13"|"Office"
"1"|"Teradata"|"Virtual-1568"|"Employee"|"n/a"|"Upton"|"MA"|"01568"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60302"|"Employee"|"n/a"|"Oak Park"|"IL"|"60302"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92676"|"Employee"|"n/a"|"Silverado"|"CA"|"92676"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55077"|"Employee"|"n/a"|"Inver Grove Heights"|"MN"|"55077"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-90034"|"Employee"|"n/a"|"Los Angeles"|"CA"|"90034"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"office-92129"|"Employee"|"n/a"|"San Diego"|"CA"|"92129"|"AMERICAS"|"USA"|"63"|"Office"
"1"|"Teradata"|"Virtual-7670"|"Employee"|"n/a"|"Tenafly"|"NJ"|"07670"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45430"|"Employee"|"n/a"|"Dayton"|"OH"|"45430"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-48386"|"Employee"|"n/a"|"White Lake"|"MI"|"48386"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-94539"|"Employee"|"n/a"|"Fremont"|"CA"|"94539"|"AMERICAS"|"USA"|"6"|"Office"
"1"|"Teradata"|"Virtual-28078"|"Employee"|"n/a"|"Huntersville"|"NC"|"28078"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"office-90250"|"Employee"|"n/a"|"Hawthorne"|"CA"|"90250"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"office-78758"|"Employee"|"n/a"|"Austin"|"TX"|"78758"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-45069"|"Employee"|"n/a"|"West Chester"|"OH"|"45069"|"AMERICAS"|"USA"|"3"|"Virtual"
"1"|"Teradata"|"office-91942"|"Employee"|"n/a"|"La Mesa"|"CA"|"91942"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"Virtual-60540"|"Employee"|"n/a"|"Naperville"|"IL"|"60540"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-63303"|"Employee"|"n/a"|"Saint Charles"|"MO"|"63303"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-27587"|"Employee"|"n/a"|"Wake Forest"|"NC"|"27587"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-30041"|"Employee"|"n/a"|"Cumming"|"GA"|"30041"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92127"|"Employee"|"n/a"|"San Diego"|"CA"|"92127"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-78729"|"Employee"|"n/a"|"Austin"|"TX"|"78729"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-83616"|"Employee"|"n/a"|"Eagle"|"ID"|"83616"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-98074"|"Employee"|"n/a"|"Sammamish"|"WA"|"98074"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"Virtual-33908"|"Employee"|"n/a"|"Fort Myers"|"FL"|"33908"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92069"|"Employee"|"n/a"|"San Marcos"|"CA"|"92069"|"AMERICAS"|"USA"|"22"|"Office"
"1"|"Teradata"|"Virtual-45429"|"Employee"|"n/a"|"Dayton"|"OH"|"45429"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"Virtual-61938"|"Employee"|"n/a"|"Mattoon"|"IL"|"61938"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-2050"|"Employee"|"n/a"|"Marshfield"|"MA"|"02050"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-80909"|"Employee"|"n/a"|"Colorado Springs"|"CO"|"80909"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94110"|"Employee"|"n/a"|"San Francisco"|"CA"|"94110"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-85286"|"Employee"|"n/a"|"Chandler"|"AZ"|"85286"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-78624"|"Employee"|"n/a"|"Fredericksburg"|"TX"|"78624"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-72713"|"Employee"|"n/a"|"Highfill"|"AR"|"72713"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-78619"|"Employee"|"n/a"|"Driftwood"|"TX"|"78619"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94538"|"Employee"|"n/a"|"Fremont"|"CA"|"94538"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60640"|"Employee"|"n/a"|"Chicago"|"IL"|"60640"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-20764"|"Employee"|"n/a"|"Shady Side"|"MD"|"20764"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-97215"|"Employee"|"n/a"|"Portland"|"OR"|"97215"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-32092"|"Employee"|"n/a"|"Saint Augustine"|"FL"|"32092"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-10028"|"Employee"|"n/a"|"New York"|"NY"|"10028"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92592"|"Employee"|"n/a"|"Temecula"|"CA"|"92592"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-98116"|"Employee"|"n/a"|"Seattle"|"WA"|"98116"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-27517"|"Employee"|"n/a"|"Chapel Hill"|"NC"|"27517"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75021"|"Employee"|"n/a"|"Denison"|"TX"|"75021"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-21791"|"Employee"|"n/a"|"Union Bridge"|"MD"|"21791"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-83642"|"Employee"|"n/a"|"Meridian"|"ID"|"83642"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-48430"|"Employee"|"n/a"|"Fenton"|"MI"|"48430"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-30340"|"Employee"|"n/a"|"Atlanta"|"GA"|"30340"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-98109"|"Employee"|"n/a"|"Seattle"|"WA"|"98109"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-91601"|"Employee"|"n/a"|"North Hollywood"|"CA"|"91601"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30319"|"Employee"|"n/a"|"Atlanta"|"GA"|"30319"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"office-27596"|"Employee"|"n/a"|"Youngsville"|"NC"|"27596"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-45459"|"Employee"|"n/a"|"Dayton"|"OH"|"45459"|"AMERICAS"|"USA"|"6"|"Virtual"
"1"|"Teradata"|"Virtual-77407"|"Employee"|"n/a"|"Richmond"|"TX"|"77407"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-94010"|"Employee"|"n/a"|"Burlingame"|"CA"|"94010"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-64114"|"Employee"|"n/a"|"Kansas City"|"MO"|"64114"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-80126"|"Employee"|"n/a"|"Littleton"|"CO"|"80126"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-89128"|"Employee"|"n/a"|"Las Vegas"|"NV"|"89128"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-64106"|"Employee"|"n/a"|"Kansas City"|"MO"|"64106"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-70737"|"Employee"|"n/a"|"Gonzales"|"LA"|"70737"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75402"|"Employee"|"n/a"|"Greenville"|"TX"|"75402"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30265"|"Employee"|"n/a"|"Newnan"|"GA"|"30265"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-48895"|"Employee"|"n/a"|"Williamston"|"MI"|"48895"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92110"|"Employee"|"n/a"|"San Diego"|"CA"|"92110"|"AMERICAS"|"USA"|"7"|"Office"
"1"|"Teradata"|"office-92058"|"Employee"|"n/a"|"Oceanside"|"CA"|"92058"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94107"|"Employee"|"n/a"|"San Francisco"|"CA"|"94107"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-78759"|"Employee"|"n/a"|"Austin"|"TX"|"78759"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"Virtual-10901"|"Employee"|"n/a"|"Suffern"|"NY"|"10901"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75454"|"Employee"|"n/a"|"Melissa"|"TX"|"75454"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92198"|"Employee"|"n/a"|"San Diego"|"CA"|"92198"|"AMERICAS"|"USA"|"6"|"Office"
"1"|"Teradata"|"Virtual-20854"|"Employee"|"n/a"|"Potomac"|"MD"|"20854"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92649"|"Employee"|"n/a"|"Huntington Beach"|"CA"|"92649"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-46123"|"Employee"|"n/a"|"Avon"|"IN"|"46123"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91711"|"Employee"|"n/a"|"Claremont"|"CA"|"91711"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-60047"|"Employee"|"n/a"|"Lake Zurich"|"IL"|"60047"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-87111"|"Employee"|"n/a"|"Albuquerque"|"NM"|"87111"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30041"|"Employee"|"n/a"|"Cumming"|"GA"|"30041"|"AMERICAS"|"USA"|"6"|"Office"
"1"|"Teradata"|"Virtual-91945"|"Employee"|"n/a"|"Lemon Grove"|"CA"|"91945"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92106"|"Employee"|"n/a"|"San Diego"|"CA"|"92106"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28374"|"Employee"|"n/a"|"Pinehurst"|"NC"|"28374"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-49419"|"Employee"|"n/a"|"Hamilton"|"MI"|"49419"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-2093"|"Employee"|"n/a"|"Wrentham"|"MA"|"02093"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-27312"|"Employee"|"n/a"|"Pittsboro"|"NC"|"27312"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-75116"|"Employee"|"n/a"|"Duncanville"|"TX"|"75116"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-27576"|"Employee"|"n/a"|"Selma"|"NC"|"27576"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-90066"|"Employee"|"n/a"|"Los Angeles"|"CA"|"90066"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92694"|"Employee"|"n/a"|"Ladera Ranch"|"CA"|"92694"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94404"|"Employee"|"n/a"|"San Mateo"|"CA"|"94404"|"AMERICAS"|"USA"|"1"|"Virtual"
