"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"Nbr_at_location"|"People_type"
"1"|"Teradata"|"Virtual-84041"|"Employee"|"n/a"|"Layton"|"UT"|"84041"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-48362"|"Employee"|"n/a"|"Lake Orion"|"MI"|"48362"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-80121"|"Employee"|"n/a"|"Littleton"|"CO"|"80121"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91941"|"Employee"|"n/a"|"La Mesa"|"CA"|"91941"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-27511"|"Employee"|"n/a"|"Cary"|"NC"|"27511"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-27959"|"Employee"|"n/a"|"Nags Head"|"NC"|"27959"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-48382"|"Employee"|"n/a"|"Commerce Township"|"MI"|"48382"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-98446"|"Employee"|"n/a"|"Tacoma"|"WA"|"98446"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-90803"|"Employee"|"n/a"|"Long Beach"|"CA"|"90803"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30093"|"Employee"|"n/a"|"Norcross"|"GA"|"30093"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-95070"|"Employee"|"n/a"|"Saratoga"|"CA"|"95070"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-92104"|"Employee"|"n/a"|"San Diego"|"CA"|"92104"|"AMERICAS"|"USA"|"20"|"Office"
"1"|"Teradata"|"Virtual-98006"|"Employee"|"n/a"|"Bellevue"|"WA"|"98006"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"Virtual-7926"|"Employee"|"n/a"|"Brookside"|"NJ"|"07926"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-63105"|"Employee"|"n/a"|"Saint Louis"|"MO"|"63105"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30566"|"Employee"|"n/a"|"Oakwood"|"GA"|"30566"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92122"|"Employee"|"n/a"|"San Diego"|"CA"|"92122"|"AMERICAS"|"USA"|"17"|"Office"
"1"|"Teradata"|"Virtual-15102"|"Employee"|"n/a"|"Bethel Park"|"PA"|"15102"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-50323"|"Employee"|"n/a"|"Urbandale"|"IA"|"50323"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-27517"|"Employee"|"n/a"|"Chapel Hill"|"NC"|"27517"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-37203"|"Employee"|"n/a"|"Nashville"|"TN"|"37203"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94002"|"Employee"|"n/a"|"Belmont"|"CA"|"94002"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92103"|"Employee"|"n/a"|"San Diego"|"CA"|"92103"|"AMERICAS"|"USA"|"11"|"Office"
"1"|"Teradata"|"Virtual-37130"|"Employee"|"n/a"|"Murfreesboro"|"TN"|"37130"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-28269"|"Employee"|"n/a"|"Charlotte"|"NC"|"28269"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-33304"|"Employee"|"n/a"|"Fort Lauderdale"|"FL"|"33304"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92065"|"Employee"|"n/a"|"Ramona"|"CA"|"92065"|"AMERICAS"|"USA"|"10"|"Office"
"1"|"Teradata"|"Virtual-98665"|"Employee"|"n/a"|"Vancouver"|"WA"|"98665"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-76034"|"Employee"|"n/a"|"Colleyville"|"TX"|"76034"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94513"|"Employee"|"n/a"|"Brentwood"|"CA"|"94513"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-49446"|"Employee"|"n/a"|"New Era"|"MI"|"49446"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91354"|"Employee"|"n/a"|"Valencia"|"CA"|"91354"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-91901"|"Employee"|"n/a"|"Alpine"|"CA"|"91901"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94115"|"Employee"|"n/a"|"San Francisco"|"CA"|"94115"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-92056"|"Employee"|"n/a"|"Oceanside"|"CA"|"92056"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"Virtual-77041"|"Employee"|"n/a"|"Houston"|"TX"|"77041"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92131"|"Employee"|"n/a"|"San Diego"|"CA"|"92131"|"AMERICAS"|"USA"|"29"|"Office"
"1"|"Teradata"|"Virtual-75140"|"Employee"|"n/a"|"Grand Saline"|"TX"|"75140"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75160"|"Employee"|"n/a"|"Terrell"|"TX"|"75160"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-91307"|"Employee"|"n/a"|"West Hills"|"CA"|"91307"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-92109"|"Employee"|"n/a"|"San Diego"|"CA"|"92109"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-7840"|"Employee"|"n/a"|"Hackettstown"|"NJ"|"07840"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-37013"|"Employee"|"n/a"|"Antioch"|"TN"|"37013"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-42104"|"Employee"|"n/a"|"Bowling Green"|"KY"|"42104"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92067"|"Employee"|"n/a"|"Rancho Santa Fe"|"CA"|"92067"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"office-98004"|"Employee"|"n/a"|"Bellevue"|"WA"|"98004"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-28027"|"Employee"|"n/a"|"Concord"|"NC"|"28027"|"AMERICAS"|"USA"|"3"|"Virtual"
"1"|"Teradata"|"office-95050"|"Employee"|"n/a"|"Santa Clara"|"CA"|"95050"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"Virtual-48188"|"Employee"|"n/a"|"Canton"|"MI"|"48188"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-32837"|"Employee"|"n/a"|"Orlando"|"FL"|"32837"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60523"|"Employee"|"n/a"|"Oak Brook"|"IL"|"60523"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-70115"|"Employee"|"n/a"|"New Orleans"|"LA"|"70115"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-1510"|"Employee"|"n/a"|"Clinton"|"MA"|"01510"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-32828"|"Employee"|"n/a"|"Orlando"|"FL"|"32828"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-75007"|"Employee"|"n/a"|"Carrollton"|"TX"|"75007"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-75229"|"Employee"|"n/a"|"Dallas"|"TX"|"75229"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-20878"|"Employee"|"n/a"|"Gaithersburg"|"MD"|"20878"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-10547"|"Employee"|"n/a"|"Mohegan Lake"|"NY"|"10547"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-98034"|"Employee"|"n/a"|"Kirkland"|"WA"|"98034"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-91915"|"Employee"|"n/a"|"Chula Vista"|"CA"|"91915"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"Virtual-30064"|"Employee"|"n/a"|"Marietta"|"GA"|"30064"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55431"|"Employee"|"n/a"|"Minneapolis"|"MN"|"55431"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-27516"|"Employee"|"n/a"|"Chapel Hill"|"NC"|"27516"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55122"|"Employee"|"n/a"|"Saint Paul"|"MN"|"55122"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-95014"|"Employee"|"n/a"|"Cupertino"|"CA"|"95014"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"office-98006"|"Employee"|"n/a"|"Bellevue"|"WA"|"98006"|"AMERICAS"|"USA"|"8"|"Office"
"1"|"Teradata"|"office-91977"|"Employee"|"n/a"|"Spring Valley"|"CA"|"91977"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-92082"|"Employee"|"n/a"|"Valley Center"|"CA"|"92082"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"Virtual-78665"|"Employee"|"n/a"|"Round Rock"|"TX"|"78665"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92010"|"Employee"|"n/a"|"Carlsbad"|"CA"|"92010"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-55317"|"Employee"|"n/a"|"Chanhassen"|"MN"|"55317"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-45305"|"Employee"|"n/a"|"Bellbrook"|"OH"|"45305"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"office-90064"|"Employee"|"n/a"|"Los Angeles"|"CA"|"90064"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-42104"|"Employee"|"n/a"|"Bowling Green"|"KY"|"42104"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28613"|"Employee"|"n/a"|"Conover"|"NC"|"28613"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-83716"|"Employee"|"n/a"|"Boise"|"ID"|"83716"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45208"|"Employee"|"n/a"|"Cincinnati"|"OH"|"45208"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-75065"|"Employee"|"n/a"|"Lake Dallas"|"TX"|"75065"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-98053"|"Employee"|"n/a"|"Redmond"|"WA"|"98053"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-95355"|"Employee"|"n/a"|"Modesto"|"CA"|"95355"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92563"|"Employee"|"n/a"|"Murrieta"|"CA"|"92563"|"AMERICAS"|"USA"|"9"|"Office"
"1"|"Teradata"|"Virtual-7450"|"Employee"|"n/a"|"Ridgewood"|"NJ"|"07450"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-27518"|"Employee"|"n/a"|"Cary"|"NC"|"27518"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-20165"|"Employee"|"n/a"|"Sterling"|"VA"|"20165"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-20176"|"Employee"|"n/a"|"Leesburg"|"VA"|"20176"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92887"|"Employee"|"n/a"|"Yorba Linda"|"CA"|"92887"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92692"|"Employee"|"n/a"|"Mission Viejo"|"CA"|"92692"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-90621"|"Employee"|"n/a"|"Buena Park"|"CA"|"90621"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"office-91356"|"Employee"|"n/a"|"Tarzana"|"CA"|"91356"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-45067"|"Employee"|"n/a"|"Trenton"|"OH"|"45067"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-93526"|"Employee"|"n/a"|"Independence"|"CA"|"93526"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-92025"|"Employee"|"n/a"|"Escondido"|"CA"|"92025"|"AMERICAS"|"USA"|"19"|"Office"
"1"|"Teradata"|"Virtual-55044"|"Employee"|"n/a"|"Lakeville"|"MN"|"55044"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"Virtual-7001"|"Employee"|"n/a"|"Avenel"|"NJ"|"07001"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-21231"|"Employee"|"n/a"|"Baltimore"|"MD"|"21231"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-32082"|"Employee"|"n/a"|"Ponte Vedra Beach"|"FL"|"32082"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-34695"|"Employee"|"n/a"|"Safety Harbor"|"FL"|"34695"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-31404"|"Employee"|"n/a"|"Savannah"|"GA"|"31404"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94952"|"Employee"|"n/a"|"Petaluma"|"CA"|"94952"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92626"|"Employee"|"n/a"|"Costa Mesa"|"CA"|"92626"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92677"|"Employee"|"n/a"|"Laguna Niguel"|"CA"|"92677"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-92130"|"Employee"|"n/a"|"San Diego"|"CA"|"92130"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-1519"|"Employee"|"n/a"|"Grafton"|"MA"|"01519"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92677"|"Employee"|"n/a"|"Laguna Niguel"|"CA"|"92677"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-28173"|"Employee"|"n/a"|"Waxhaw"|"NC"|"28173"|"AMERICAS"|"USA"|"5"|"Virtual"
"1"|"Teradata"|"Virtual-10803"|"Employee"|"n/a"|"Pelham"|"NY"|"10803"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-80016"|"Employee"|"n/a"|"Aurora"|"CO"|"80016"|"AMERICAS"|"USA"|"4"|"Virtual"
"1"|"Teradata"|"Virtual-97756"|"Employee"|"n/a"|"Redmond"|"OR"|"97756"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45440"|"Employee"|"n/a"|"Dayton"|"OH"|"45440"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92127"|"Employee"|"n/a"|"San Diego"|"CA"|"92127"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-74070"|"Employee"|"n/a"|"Skiatook"|"OK"|"74070"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-29063"|"Employee"|"n/a"|"Irmo"|"SC"|"29063"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"office-98296"|"Employee"|"n/a"|"Snohomish"|"WA"|"98296"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-98036"|"Employee"|"n/a"|"Lynnwood"|"WA"|"98036"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28746"|"Employee"|"n/a"|"Lake Lure"|"NC"|"28746"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-47031"|"Employee"|"n/a"|"Milan"|"IN"|"47031"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-90045"|"Employee"|"n/a"|"Los Angeles"|"CA"|"90045"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-98007"|"Employee"|"n/a"|"Bellevue"|"WA"|"98007"|"AMERICAS"|"USA"|"3"|"Office"
"1"|"Teradata"|"Virtual-29801"|"Employee"|"n/a"|"Aiken"|"SC"|"29801"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-19380"|"Employee"|"n/a"|"West Chester"|"PA"|"19380"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45434"|"Employee"|"n/a"|"Dayton"|"OH"|"45434"|"AMERICAS"|"USA"|"3"|"Virtual"
"1"|"Teradata"|"Virtual-29909"|"Employee"|"n/a"|"Okatie"|"SC"|"29909"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-78644"|"Employee"|"n/a"|"Lockhart"|"TX"|"78644"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-8060"|"Employee"|"n/a"|"Mount Holly"|"NJ"|"08060"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-48180"|"Employee"|"n/a"|"Taylor"|"MI"|"48180"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60564"|"Employee"|"n/a"|"Naperville"|"IL"|"60564"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-91024"|"Employee"|"n/a"|"Sierra Madre"|"CA"|"91024"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-43015"|"Employee"|"n/a"|"Delaware"|"OH"|"43015"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-33076"|"Employee"|"n/a"|"Pompano Beach"|"FL"|"33076"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60502"|"Employee"|"n/a"|"Aurora"|"IL"|"60502"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-7727"|"Employee"|"n/a"|"Farmingdale"|"NJ"|"07727"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92592"|"Employee"|"n/a"|"Temecula"|"CA"|"92592"|"AMERICAS"|"USA"|"9"|"Office"
"1"|"Teradata"|"Virtual-78738"|"Employee"|"n/a"|"Austin"|"TX"|"78738"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-80239"|"Employee"|"n/a"|"Denver"|"CO"|"80239"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-14032"|"Employee"|"n/a"|"Clarence Center"|"NY"|"14032"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-98053"|"Employee"|"n/a"|"Redmond"|"WA"|"98053"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-60452"|"Employee"|"n/a"|"Oak Forest"|"IL"|"60452"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28036"|"Employee"|"n/a"|"Davidson"|"NC"|"28036"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45322"|"Employee"|"n/a"|"Englewood"|"OH"|"45322"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-22205"|"Employee"|"n/a"|"Arlington"|"VA"|"22205"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-19947"|"Employee"|"n/a"|"Georgetown"|"DE"|"19947"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-7030"|"Employee"|"n/a"|"Hoboken"|"NJ"|"07030"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55416"|"Employee"|"n/a"|"Minneapolis"|"MN"|"55416"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-75057"|"Employee"|"n/a"|"Lewisville"|"TX"|"75057"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-98032"|"Employee"|"n/a"|"Kent"|"WA"|"98032"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-98027"|"Employee"|"n/a"|"Issaquah"|"WA"|"98027"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-55378"|"Employee"|"n/a"|"Savage"|"MN"|"55378"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-29466"|"Employee"|"n/a"|"Mount Pleasant"|"SC"|"29466"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-21114"|"Employee"|"n/a"|"Crofton"|"MD"|"21114"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-23831"|"Employee"|"n/a"|"Chester"|"VA"|"23831"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"office-92029"|"Employee"|"n/a"|"Escondido"|"CA"|"92029"|"AMERICAS"|"USA"|"22"|"Office"
"1"|"Teradata"|"office-90212"|"Employee"|"n/a"|"Beverly Hills"|"CA"|"90212"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-94556"|"Employee"|"n/a"|"Moraga"|"CA"|"94556"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-37705"|"Employee"|"n/a"|"Andersonville"|"TN"|"37705"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-96158"|"Employee"|"n/a"|"South Lake Tahoe"|"CA"|"96158"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28713"|"Employee"|"n/a"|"Bryson City"|"NC"|"28713"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-40222"|"Employee"|"n/a"|"Louisville"|"KY"|"40222"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-73099"|"Employee"|"n/a"|"Yukon"|"OK"|"73099"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-28210"|"Employee"|"n/a"|"Charlotte"|"NC"|"28210"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-37069"|"Employee"|"n/a"|"Franklin"|"TN"|"37069"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-29153"|"Employee"|"n/a"|"Sumter"|"SC"|"29153"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-60131"|"Employee"|"n/a"|"Franklin Park"|"IL"|"60131"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94306"|"Employee"|"n/a"|"Palo Alto"|"CA"|"94306"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-98101"|"Employee"|"n/a"|"Seattle"|"WA"|"98101"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30084"|"Employee"|"n/a"|"Tucker"|"GA"|"30084"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-28117"|"Employee"|"n/a"|"Mooresville"|"NC"|"28117"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-28428"|"Employee"|"n/a"|"Carolina Beach"|"NC"|"28428"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94080"|"Employee"|"n/a"|"South San Francisco"|"CA"|"94080"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-77581"|"Employee"|"n/a"|"Pearland"|"TX"|"77581"|"AMERICAS"|"USA"|"2"|"Virtual"
"1"|"Teradata"|"Virtual-45346"|"Employee"|"n/a"|"New Madison"|"OH"|"45346"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94117"|"Employee"|"n/a"|"San Francisco"|"CA"|"94117"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-30045"|"Employee"|"n/a"|"Lawrenceville"|"GA"|"30045"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-85302"|"Employee"|"n/a"|"Glendale"|"AZ"|"85302"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-92101"|"Employee"|"n/a"|"San Diego"|"CA"|"92101"|"AMERICAS"|"USA"|"9"|"Office"
"1"|"Teradata"|"office-30039"|"Employee"|"n/a"|"Snellville"|"GA"|"30039"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"Virtual-94539"|"Employee"|"n/a"|"Fremont"|"CA"|"94539"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"office-30518"|"Employee"|"n/a"|"Buford"|"GA"|"30518"|"AMERICAS"|"USA"|"4"|"Office"
"1"|"Teradata"|"Virtual-59015"|"Employee"|"n/a"|"Broadview"|"MT"|"59015"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-44133"|"Employee"|"n/a"|"North Royalton"|"OH"|"44133"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-94568"|"Employee"|"n/a"|"Dublin"|"CA"|"94568"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-45342"|"Employee"|"n/a"|"Miamisburg"|"OH"|"45342"|"AMERICAS"|"USA"|"7"|"Virtual"
"1"|"Teradata"|"office-11518"|"Employee"|"n/a"|"East Rockaway"|"NY"|"11518"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"office-30519"|"Employee"|"n/a"|"Buford"|"GA"|"30519"|"AMERICAS"|"USA"|"5"|"Office"
"1"|"Teradata"|"office-92107"|"Employee"|"n/a"|"San Diego"|"CA"|"92107"|"AMERICAS"|"USA"|"2"|"Office"
"1"|"Teradata"|"office-98119"|"Employee"|"n/a"|"Seattle"|"WA"|"98119"|"AMERICAS"|"USA"|"1"|"Office"
"1"|"Teradata"|"Virtual-20816"|"Employee"|"n/a"|"Bethesda"|"MD"|"20816"|"AMERICAS"|"USA"|"1"|"Virtual"
"1"|"Teradata"|"Virtual-37042"|"Employee"|"n/a"|"Clarksville"|"TN"|"37042"|"AMERICAS"|"USA"|"1"|"Virtual"
